longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,Final_Prediction
-122.01,37.53,19.0,4572.0,712.0,2346.0,709.0,6.0667,NEAR BAY,292540.38
-117.92,34.03,32.0,1819.0,375.0,1728.0,375.0,3.975,<1H OCEAN,155087.89
-123.17,39.15,30.0,1904.0,331.0,816.0,325.0,4.425,<1H OCEAN,174151.58
-123.76,41.03,24.0,2386.0,565.0,1058.0,414.0,2.0644,<1H OCEAN,84654.47
-122.44,37.73,46.0,3581.0,758.0,1670.0,703.0,4.1932,NEAR BAY,307406.66
-120.43,34.93,10.0,2980.0,585.0,1593.0,562.0,3.285,<1H OCEAN,151313.61
-122.42,37.64,41.0,98.0,20.0,68.0,19.0,2.225,NEAR OCEAN,276358.84
-117.98,34.14,27.0,6341.0,1289.0,2899.0,1192.0,3.6336,INLAND,208973.53
-122.3,37.91,40.0,2866.0,617.0,1305.0,589.0,3.6321,NEAR BAY,222918.98
-118.32,33.8,29.0,4317.0,1037.0,2102.0,959.0,3.1275,<1H OCEAN,250059.25
-118.41,34.04,49.0,601.0,95.0,228.0,106.0,8.0239,<1H OCEAN,497586.7
-121.94,37.34,36.0,3142.0,632.0,1372.0,560.0,5.0175,<1H OCEAN,297613.06
-117.21,32.84,34.0,2158.0,366.0,1046.0,335.0,4.5402,NEAR OCEAN,221053.5
-118.12,34.16,30.0,1762.0,416.0,940.0,398.0,2.8631,<1H OCEAN,214534.88
-119.87,36.54,34.0,1370.0,287.0,818.0,269.0,2.4044,INLAND,64472.1
-117.92,33.94,30.0,2506.0,394.0,1255.0,421.0,4.7813,<1H OCEAN,201147.31
-118.09,33.75,32.0,6239.0,974.0,2615.0,950.0,6.6188,NEAR OCEAN,467632.0
-118.28,34.0,46.0,1650.0,463.0,1992.0,458.0,2.3403,<1H OCEAN,114692.46
-119.29,36.54,18.0,2581.0,628.0,2732.0,592.0,1.8429,INLAND,59554.86
-121.92,36.55,37.0,2190.0,419.0,490.0,300.0,3.7852,NEAR OCEAN,368331.03
-118.44,34.16,35.0,3080.0,642.0,1362.0,623.0,4.1218,<1H OCEAN,339301.53
-122.26,37.84,52.0,696.0,191.0,345.0,174.0,2.6736,NEAR BAY,169432.14
-119.76,36.79,26.0,3654.0,837.0,1976.0,830.0,2.1544,INLAND,65986.2
-119.73,36.73,9.0,1621.0,428.0,678.0,394.0,2.2437,INLAND,91622.43
-118.99,35.3,33.0,2248.0,434.0,1461.0,405.0,2.9402,INLAND,68967.71
-118.2,34.02,49.0,1098.0,317.0,1411.0,301.0,2.75,<1H OCEAN,125074.086
-118.47,34.05,25.0,2689.0,719.0,1229.0,663.0,3.5909,<1H OCEAN,443552.7
-118.18,33.88,47.0,882.0,185.0,536.0,174.0,4.625,<1H OCEAN,174887.48
-117.93,33.83,30.0,1561.0,381.0,1104.0,391.0,3.375,<1H OCEAN,185639.06
-122.47,37.78,52.0,2635.0,587.0,1302.0,577.0,3.7292,NEAR BAY,384149.1
-121.73,38.0,3.0,9217.0,1522.0,3578.0,1272.0,5.0016,INLAND,181606.7
-121.97,37.25,32.0,2892.0,496.0,1193.0,492.0,6.131,<1H OCEAN,349615.8
-122.71,38.44,27.0,966.0,251.0,462.0,230.0,1.7,<1H OCEAN,169331.19
-117.72,33.62,19.0,5777.0,1261.0,1711.0,1225.0,2.7634,<1H OCEAN,159654.14
-122.46,37.72,52.0,2951.0,406.0,1115.0,397.0,6.7228,NEAR OCEAN,434912.53
-121.23,37.84,28.0,1347.0,241.0,713.0,225.0,4.0208,INLAND,145456.03
-117.53,33.88,22.0,2855.0,667.0,2453.0,624.0,3.1312,INLAND,125148.68
-117.25,32.82,23.0,6139.0,826.0,2036.0,807.0,9.5245,NEAR OCEAN,470762.78
-118.15,34.04,33.0,818.0,195.0,664.0,198.0,2.1944,<1H OCEAN,154725.88
-119.79,36.79,19.0,1524.0,448.0,960.0,386.0,1.5122,INLAND,64286.87
-122.05,37.63,5.0,3785.0,936.0,2240.0,792.0,3.2829,NEAR BAY,173776.34
-121.32,38.62,29.0,2430.0,448.0,1087.0,394.0,3.0864,INLAND,124966.18
-121.82,38.01,47.0,1265.0,254.0,587.0,247.0,2.6364,INLAND,122449.58
-122.26,38.03,25.0,2239.0,361.0,928.0,353.0,4.4474,NEAR BAY,188710.89
-118.0,33.75,26.0,1382.0,387.0,1977.0,368.0,2.7589,<1H OCEAN,176916.0
-118.07,33.85,16.0,3771.0,606.0,2196.0,564.0,7.0113,<1H OCEAN,333274.62
-121.92,37.73,24.0,1407.0,327.0,501.0,295.0,2.4821,<1H OCEAN,204534.53
-122.56,37.95,34.0,2677.0,411.0,933.0,410.0,6.1444,NEAR OCEAN,408272.8
-117.29,34.13,44.0,2337.0,563.0,1238.0,467.0,1.5156,INLAND,75419.664
-118.08,33.99,38.0,1683.0,328.0,1369.0,339.0,3.6196,<1H OCEAN,166345.39
-121.68,39.82,15.0,3996.0,748.0,1786.0,728.0,3.5189,INLAND,112425.39
-121.89,37.26,25.0,3319.0,531.0,1560.0,502.0,5.8479,<1H OCEAN,281941.44
-117.05,34.04,23.0,3967.0,766.0,1518.0,698.0,2.29,INLAND,124871.11
-117.84,33.9,24.0,1723.0,223.0,707.0,219.0,7.0352,<1H OCEAN,307665.8
-117.93,33.94,28.0,3664.0,719.0,1820.0,657.0,4.225,<1H OCEAN,204519.6
-117.94,33.78,34.0,2627.0,468.0,1409.0,450.0,4.7731,<1H OCEAN,210171.5
-117.29,35.54,35.0,7922.0,1636.0,3431.0,1329.0,3.4145,INLAND,86974.96
-116.88,33.93,37.0,1495.0,429.0,865.0,342.0,1.2188,INLAND,72813.73
-117.88,33.84,34.0,1410.0,214.0,837.0,240.0,6.1168,<1H OCEAN,247006.22
-117.49,33.99,21.0,2050.0,392.0,1153.0,336.0,4.84,INLAND,147661.9
-117.98,34.03,21.0,797.0,162.0,484.0,166.0,2.625,<1H OCEAN,180774.11
-119.23,34.19,16.0,5297.0,810.0,1489.0,667.0,6.4522,NEAR OCEAN,397351.25
-117.86,33.75,13.0,1632.0,598.0,3356.0,659.0,1.5054,<1H OCEAN,144701.84
-118.43,34.01,27.0,3133.0,1021.0,2242.0,1002.0,2.697,<1H OCEAN,324965.6
-122.31,38.01,18.0,4123.0,874.0,1895.0,772.0,3.2759,NEAR BAY,158796.2
-122.43,37.79,52.0,3486.0,847.0,1248.0,813.0,7.2623,NEAR BAY,494172.47
-118.19,33.95,42.0,1651.0,463.0,1559.0,436.0,2.3882,<1H OCEAN,126743.01
-117.11,32.91,15.0,1840.0,235.0,855.0,241.0,7.5992,<1H OCEAN,316405.28
-118.47,34.04,32.0,2909.0,748.0,1310.0,706.0,4.516,<1H OCEAN,407997.16
-122.42,37.75,52.0,2163.0,607.0,1447.0,546.0,3.3555,NEAR BAY,297516.1
-117.34,34.08,35.0,1380.0,248.0,730.0,264.0,3.2305,INLAND,100320.8
-122.06,37.99,17.0,1319.0,316.0,384.0,269.0,1.8229,NEAR BAY,88152.52
-122.06,37.54,20.0,6483.0,1068.0,3526.0,1060.0,5.0838,NEAR BAY,268670.16
-117.14,32.74,16.0,6075.0,1816.0,2592.0,1634.0,2.5553,NEAR OCEAN,142032.14
-122.07,38.0,37.0,978.0,202.0,462.0,184.0,3.625,NEAR BAY,141768.98
-122.35,40.57,18.0,2226.0,490.0,859.0,451.0,1.6821,INLAND,86948.586
-121.37,38.69,35.0,1093.0,192.0,590.0,190.0,2.7009,INLAND,98036.97
-120.19,36.6,25.0,875.0,214.0,931.0,214.0,1.5536,INLAND,54349.61
-121.28,38.03,11.0,826.0,150.0,684.0,166.0,3.9265,INLAND,112384.67
-117.51,33.95,12.0,9016.0,1486.0,4285.0,1457.0,4.9984,INLAND,184050.4
-118.36,33.88,31.0,2518.0,543.0,1107.0,508.0,4.7404,<1H OCEAN,344791.2
-122.3,37.97,35.0,1811.0,377.0,911.0,340.0,3.375,NEAR BAY,134845.05
-120.87,37.76,16.0,1174.0,249.0,601.0,242.0,1.7143,INLAND,101429.52
-115.73,33.09,27.0,452.0,103.0,258.0,61.0,2.9,INLAND,105465.305
-121.22,37.79,38.0,2152.0,451.0,1320.0,457.0,2.5025,INLAND,89113.14
-121.98,37.95,14.0,6290.0,854.0,2724.0,820.0,6.7371,INLAND,287849.7
-121.79,37.67,26.0,2163.0,339.0,947.0,346.0,6.0797,INLAND,242393.48
-117.9,33.9,18.0,3821.0,576.0,1430.0,568.0,6.9399,<1H OCEAN,329791.25
-122.04,37.85,27.0,6039.0,780.0,2181.0,761.0,9.5862,NEAR BAY,427524.5
-119.73,34.42,25.0,2024.0,312.0,907.0,335.0,5.4127,NEAR OCEAN,373014.56
-116.44,33.77,18.0,4872.0,1110.0,955.0,656.0,2.2439,INLAND,87939.3
-117.31,34.17,25.0,2795.0,596.0,1650.0,569.0,3.0078,INLAND,111168.79
-117.14,32.8,35.0,1267.0,212.0,710.0,204.0,2.5368,NEAR OCEAN,135717.05
-122.13,37.7,43.0,3046.0,557.0,1333.0,544.0,3.4583,NEAR BAY,181866.5
-122.48,38.31,29.0,2375.0,560.0,1124.0,502.0,2.3276,<1H OCEAN,197544.34
-118.37,33.88,44.0,1325.0,245.0,669.0,253.0,4.4211,<1H OCEAN,262064.36
-121.45,38.64,23.0,1481.0,343.0,1079.0,315.0,1.867,INLAND,87021.586
-122.57,38.02,33.0,9531.0,1487.0,3798.0,1409.0,5.6512,NEAR BAY,370133.66
-118.02,33.79,23.0,6368.0,1030.0,3281.0,1001.0,6.1142,<1H OCEAN,280634.88
-124.07,40.87,47.0,1765.0,326.0,796.0,333.0,2.2138,NEAR OCEAN,71841.23
-116.91,34.24,23.0,6379.0,1636.0,1350.0,568.0,1.6336,INLAND,100955.33
-117.65,33.62,15.0,2708.0,410.0,1140.0,389.0,6.2899,<1H OCEAN,293744.56
-116.94,32.81,8.0,2517.0,632.0,1686.0,613.0,2.136,<1H OCEAN,127166.57
-119.78,36.76,50.0,1343.0,322.0,1063.0,342.0,1.75,INLAND,43454.625
-122.05,38.0,16.0,1085.0,217.0,356.0,232.0,2.3462,NEAR BAY,136491.77
-122.24,37.49,30.0,2956.0,590.0,1191.0,594.0,3.7463,NEAR OCEAN,347904.4
-121.46,38.54,39.0,1453.0,324.0,843.0,281.0,1.7692,INLAND,68381.9
-117.93,33.95,31.0,3600.0,468.0,1382.0,435.0,7.4597,<1H OCEAN,373464.8
-117.96,33.69,20.0,3123.0,441.0,1319.0,432.0,6.091,<1H OCEAN,291667.5
-122.04,37.96,27.0,2587.0,729.0,1500.0,623.0,1.837,NEAR BAY,129534.84
-121.3,37.97,52.0,2259.0,417.0,766.0,385.0,2.2981,INLAND,113375.734
-121.74,37.35,34.0,440.0,90.0,217.0,93.0,5.2327,<1H OCEAN,282086.2
-121.58,39.14,52.0,662.0,160.0,520.0,149.0,0.8928,INLAND,53255.582
-119.75,36.71,38.0,1481.0,,1543.0,372.0,1.4577,INLAND,45826.766
-118.36,33.98,29.0,2861.0,816.0,1715.0,775.0,2.7712,<1H OCEAN,217232.72
-122.18,37.73,42.0,909.0,215.0,646.0,198.0,2.9063,NEAR BAY,122255.94
-122.64,38.87,16.0,1177.0,240.0,519.0,199.0,1.5739,INLAND,78798.836
-120.72,38.42,17.0,5654.0,1085.0,2237.0,953.0,3.0465,INLAND,147554.08
-118.2,33.77,24.0,2404.0,819.0,1566.0,753.0,1.5076,NEAR OCEAN,189571.03
-118.43,34.2,28.0,3386.0,,2240.0,737.0,3.0221,<1H OCEAN,193073.8
-122.74,38.44,23.0,2819.0,612.0,1644.0,546.0,2.6576,<1H OCEAN,152614.22
-118.12,33.91,35.0,620.0,122.0,381.0,124.0,3.7917,<1H OCEAN,179528.33
-118.03,33.95,37.0,1772.0,321.0,934.0,326.0,4.1471,<1H OCEAN,186662.56
-122.76,38.46,14.0,4794.0,767.0,2252.0,768.0,4.2061,<1H OCEAN,199078.38
-121.83,37.28,33.0,1115.0,250.0,1168.0,261.0,3.9009,<1H OCEAN,183510.16
-118.48,34.25,35.0,1865.0,335.0,1074.0,337.0,5.1068,<1H OCEAN,205659.97
-121.35,38.28,17.0,2756.0,557.0,1986.0,530.0,3.2234,INLAND,103083.46
-118.18,33.82,43.0,2210.0,469.0,1042.0,418.0,3.5,NEAR OCEAN,222804.0
-122.02,37.01,20.0,1005.0,138.0,345.0,129.0,10.0968,NEAR OCEAN,480344.9
-117.67,33.49,10.0,366.0,61.0,128.0,61.0,8.163,<1H OCEAN,520069.88
-117.59,34.13,10.0,20263.0,3915.0,9716.0,3744.0,3.8505,INLAND,158735.66
-117.89,34.09,35.0,1205.0,330.0,583.0,319.0,2.3971,<1H OCEAN,214771.44
-122.68,38.43,29.0,488.0,63.0,161.0,62.0,6.0774,<1H OCEAN,288300.75
-118.32,33.87,28.0,3763.0,762.0,1967.0,724.0,5.3244,<1H OCEAN,282551.1
-118.58,34.06,25.0,4440.0,693.0,1560.0,636.0,8.8666,<1H OCEAN,520166.44
-118.03,33.96,37.0,1180.0,256.0,614.0,242.0,3.117,<1H OCEAN,191382.14
-117.81,33.82,20.0,2819.0,319.0,1019.0,319.0,12.2092,<1H OCEAN,443808.5
-122.15,37.41,29.0,473.0,103.0,359.0,87.0,7.0309,NEAR BAY,426292.1
-116.87,33.57,12.0,1153.0,265.0,446.0,195.0,3.038,INLAND,142713.84
-121.72,37.7,17.0,1671.0,352.0,729.0,252.0,6.1023,INLAND,245889.89
-122.26,38.0,6.0,678.0,104.0,318.0,91.0,5.2375,NEAR BAY,199777.45
-118.25,34.14,13.0,3487.0,1131.0,3749.0,1072.0,2.1602,<1H OCEAN,208985.38
-118.4,33.86,41.0,2237.0,597.0,938.0,523.0,4.7105,<1H OCEAN,436203.47
-117.18,33.15,7.0,6225.0,1683.0,5410.0,1580.0,2.32,<1H OCEAN,160198.7
-117.33,34.12,33.0,933.0,219.0,838.0,211.0,1.3417,INLAND,54825.883
-117.98,33.68,14.0,3396.0,477.0,1542.0,472.0,7.3982,<1H OCEAN,341947.84
-122.46,37.78,52.0,2051.0,552.0,1400.0,510.0,3.2396,NEAR BAY,359420.25
-122.33,37.97,45.0,1982.0,376.0,1179.0,398.0,3.5463,NEAR BAY,104815.42
-122.31,37.56,45.0,1792.0,301.0,829.0,318.0,4.9013,NEAR OCEAN,344092.28
-118.13,33.86,45.0,1866.0,343.0,919.0,344.0,3.5833,<1H OCEAN,204491.94
-118.42,34.18,30.0,1323.0,353.0,856.0,333.0,3.3594,<1H OCEAN,221289.72
-121.52,38.9,32.0,1650.0,313.0,802.0,284.0,2.9048,INLAND,95465.26
-121.99,37.26,29.0,2718.0,365.0,982.0,339.0,7.9234,<1H OCEAN,472499.62
-120.98,37.64,39.0,2617.0,659.0,2052.0,642.0,1.6952,INLAND,74782.086
-117.87,33.92,14.0,4039.0,669.0,1905.0,670.0,6.3303,<1H OCEAN,282300.88
-117.79,33.77,23.0,3596.0,451.0,1292.0,458.0,8.5403,<1H OCEAN,413695.97
-117.96,33.73,22.0,3479.0,455.0,1454.0,488.0,6.6324,<1H OCEAN,321994.25
-121.63,37.12,17.0,1830.0,398.0,1110.0,388.0,2.4821,<1H OCEAN,187219.67
-117.89,33.77,29.0,2577.0,445.0,1849.0,470.0,4.4732,<1H OCEAN,180924.38
-118.24,34.15,7.0,2063.0,670.0,1892.0,643.0,1.7301,<1H OCEAN,188920.61
-122.06,37.96,37.0,1784.0,313.0,788.0,304.0,4.2917,NEAR BAY,184405.86
-119.85,36.76,10.0,2067.0,450.0,845.0,354.0,1.8214,INLAND,69831.37
-118.09,34.01,36.0,1465.0,363.0,1538.0,342.0,3.5469,<1H OCEAN,162788.75
-123.73,39.17,20.0,4620.0,1042.0,1745.0,794.0,2.375,NEAR OCEAN,157732.62
-121.4,36.84,40.0,2352.0,536.0,1430.0,535.0,3.0912,INLAND,170120.39
-118.21,33.8,41.0,1251.0,279.0,1053.0,278.0,3.2778,NEAR OCEAN,158760.61
-119.62,36.56,30.0,1722.0,372.0,1467.0,403.0,1.8878,INLAND,54281.312
-118.81,34.25,4.0,9147.0,1827.0,3950.0,1661.0,5.716,<1H OCEAN,286380.47
-117.1,33.0,5.0,15502.0,2613.0,7417.0,2358.0,5.9094,<1H OCEAN,298784.88
-118.38,33.86,15.0,1778.0,311.0,908.0,330.0,7.674,<1H OCEAN,377636.53
-118.31,34.04,29.0,2038.0,578.0,2070.0,570.0,2.0658,<1H OCEAN,164914.2
-121.5,38.52,37.0,2008.0,466.0,1261.0,427.0,2.2574,INLAND,81489.055
-118.0,34.13,35.0,1005.0,224.0,742.0,221.0,3.5481,INLAND,156426.4
-118.35,33.91,19.0,1949.0,559.0,1282.0,498.0,2.7813,<1H OCEAN,201701.56
-118.98,35.37,36.0,1562.0,398.0,1223.0,329.0,0.9675,INLAND,45222.24
-117.9,33.88,28.0,2696.0,346.0,947.0,356.0,9.0055,<1H OCEAN,437888.94
-121.65,39.16,16.0,5022.0,1103.0,2087.0,956.0,2.3963,INLAND,103691.74
-119.81,36.6,24.0,2246.0,462.0,1291.0,394.0,2.4006,INLAND,67560.9
-118.02,34.15,44.0,2419.0,437.0,1045.0,432.0,3.875,INLAND,282551.28
-118.09,34.7,6.0,4558.0,804.0,1543.0,563.0,2.8548,INLAND,131639.53
-118.42,34.27,37.0,1024.0,246.0,1371.0,239.0,3.225,<1H OCEAN,160591.28
-118.32,34.07,52.0,2156.0,306.0,861.0,311.0,8.8062,<1H OCEAN,476744.03
-122.46,37.73,52.0,3547.0,506.0,1276.0,491.0,8.0069,NEAR BAY,475856.88
-116.53,33.78,18.0,2547.0,463.0,411.0,214.0,2.5489,INLAND,184578.39
-120.99,39.22,16.0,1497.0,275.0,737.0,243.0,2.8942,INLAND,133030.4
-116.47,34.07,22.0,5473.0,1234.0,2581.0,1098.0,1.9375,INLAND,87788.06
-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,NEAR BAY,120923.92
-118.47,35.64,17.0,2248.0,535.0,927.0,427.0,1.3023,INLAND,80799.39
-118.26,33.97,46.0,1086.0,249.0,880.0,250.0,1.5962,<1H OCEAN,95849.94
-117.2,32.78,38.0,2662.0,498.0,1132.0,496.0,4.0057,NEAR OCEAN,302122.25
-118.55,34.28,16.0,8879.0,,3468.0,1200.0,8.1125,<1H OCEAN,411304.34
-117.86,33.84,19.0,1725.0,392.0,920.0,400.0,3.0087,<1H OCEAN,205157.36
-117.78,33.78,6.0,9792.0,1283.0,3744.0,1179.0,10.1714,<1H OCEAN,411197.25
-121.86,37.41,16.0,2938.0,589.0,1718.0,568.0,5.5073,<1H OCEAN,229567.31
-117.58,34.11,14.0,11635.0,2055.0,6443.0,2009.0,4.7547,INLAND,182780.98
-118.02,34.12,38.0,1778.0,288.0,870.0,281.0,6.5784,INLAND,404795.44
-117.08,32.93,5.0,14944.0,2490.0,6600.0,2407.0,6.0857,<1H OCEAN,278523.03
-117.62,34.02,16.0,2040.0,325.0,1207.0,324.0,5.0431,INLAND,155368.92
-117.25,32.86,27.0,2530.0,469.0,594.0,326.0,7.2821,NEAR OCEAN,494818.12
-121.32,37.96,47.0,1700.0,344.0,922.0,357.0,3.1845,INLAND,104130.734
-118.45,33.96,36.0,2723.0,547.0,1090.0,519.0,6.3267,<1H OCEAN,464887.66
-119.79,36.77,30.0,1610.0,410.0,1000.0,397.0,2.0357,INLAND,67411.91
-118.2,33.92,42.0,1411.0,314.0,1432.0,322.0,3.0871,<1H OCEAN,128033.914
-118.33,34.16,23.0,1359.0,428.0,770.0,380.0,3.4016,<1H OCEAN,282438.62
-118.24,33.89,34.0,1479.0,332.0,1166.0,322.0,2.6165,<1H OCEAN,128121.58
-115.38,32.81,35.0,1263.0,262.0,950.0,241.0,1.8958,INLAND,55305.496
-117.82,33.85,18.0,1810.0,305.0,1189.0,326.0,5.2227,<1H OCEAN,205982.44
-121.97,37.3,25.0,5463.0,1351.0,2758.0,1310.0,3.0079,<1H OCEAN,244393.88
-121.24,38.75,5.0,9137.0,1368.0,3667.0,1294.0,5.4896,INLAND,193503.75
-118.91,36.79,19.0,1616.0,324.0,187.0,80.0,3.7857,INLAND,152933.69
-121.27,37.95,43.0,557.0,165.0,573.0,144.0,1.7212,INLAND,60823.85
-122.49,37.75,52.0,2226.0,385.0,1177.0,416.0,4.8516,NEAR OCEAN,323538.1
-123.2,39.15,27.0,990.0,238.0,592.0,225.0,2.0074,<1H OCEAN,89699.555
-122.26,37.54,5.0,1649.0,388.0,779.0,376.0,6.9635,NEAR BAY,393279.12
-117.29,33.05,28.0,1146.0,338.0,672.0,292.0,3.1667,NEAR OCEAN,247878.42
-118.39,33.88,31.0,1448.0,244.0,607.0,259.0,8.1513,<1H OCEAN,485183.72
-118.24,33.99,28.0,312.0,89.0,498.0,87.0,2.4107,<1H OCEAN,105090.28
-117.92,33.77,28.0,3614.0,960.0,3282.0,889.0,3.522,<1H OCEAN,169287.84
-118.16,33.86,26.0,6607.0,1663.0,4066.0,1558.0,2.5068,<1H OCEAN,163288.1
-122.16,37.71,36.0,666.0,132.0,366.0,134.0,3.4643,NEAR BAY,153592.3
-119.67,36.82,2.0,2579.0,376.0,1133.0,342.0,4.5577,INLAND,128788.664
-122.24,37.47,40.0,1504.0,270.0,689.0,287.0,6.1244,NEAR OCEAN,395205.9
-122.6,38.11,23.0,8642.0,1294.0,3594.0,1253.0,5.3962,<1H OCEAN,264833.47
-117.61,33.63,2.0,4678.0,817.0,1970.0,712.0,6.1078,<1H OCEAN,276579.47
-118.28,33.96,23.0,1983.0,611.0,2048.0,600.0,1.5313,<1H OCEAN,122375.51
-117.89,33.85,18.0,2036.0,414.0,1292.0,380.0,3.875,<1H OCEAN,185254.47
-121.77,36.93,24.0,1943.0,447.0,1844.0,461.0,3.0192,<1H OCEAN,174288.84
-121.37,38.68,36.0,1775.0,296.0,937.0,305.0,3.1786,INLAND,97713.24
-118.26,33.85,25.0,2324.0,326.0,1087.0,328.0,5.293,<1H OCEAN,257272.5
-122.17,37.73,43.0,1473.0,371.0,1231.0,341.0,2.1587,NEAR BAY,100260.055
-122.54,37.96,44.0,1552.0,204.0,596.0,208.0,10.129,NEAR BAY,465903.78
-124.16,40.8,52.0,2416.0,618.0,1150.0,571.0,1.7308,NEAR OCEAN,67577.27
-120.45,34.66,7.0,3329.0,504.0,1462.0,452.0,4.7875,NEAR OCEAN,181308.11
-120.45,34.95,10.0,2207.0,644.0,2232.0,543.0,2.375,<1H OCEAN,124205.2
-117.17,33.34,15.0,3313.0,679.0,1022.0,564.0,2.7986,<1H OCEAN,198321.64
-118.42,34.0,33.0,1139.0,299.0,734.0,257.0,3.2708,<1H OCEAN,291168.72
-119.35,36.52,39.0,3027.0,608.0,2199.0,592.0,2.6445,INLAND,62348.695
-121.84,37.29,4.0,2937.0,648.0,1780.0,665.0,4.3851,<1H OCEAN,200303.03
-120.24,37.96,34.0,1747.0,395.0,935.0,362.0,1.625,INLAND,81302.32
-122.42,37.77,52.0,4226.0,1315.0,2619.0,1242.0,2.5755,NEAR BAY,361701.3
-117.91,33.9,27.0,829.0,114.0,383.0,133.0,9.3125,<1H OCEAN,387029.94
-121.53,38.58,33.0,4988.0,1169.0,2414.0,1075.0,1.9728,INLAND,135683.75
-121.23,37.8,11.0,2451.0,665.0,1155.0,533.0,2.2254,INLAND,131592.0
-117.65,33.58,2.0,2411.0,354.0,703.0,217.0,7.8061,<1H OCEAN,342327.97
-121.0,37.6,22.0,4412.0,925.0,3116.0,817.0,2.6899,INLAND,96500.38
-118.07,34.17,36.0,2415.0,394.0,1215.0,413.0,5.5418,INLAND,313881.84
-117.69,33.64,16.0,2592.0,372.0,1279.0,383.0,6.9741,<1H OCEAN,282271.47
-121.78,37.23,18.0,1747.0,317.0,1055.0,285.0,5.898,<1H OCEAN,272164.47
-121.85,37.4,23.0,1793.0,319.0,1145.0,310.0,5.5968,<1H OCEAN,233025.69
-121.32,37.98,20.0,1591.0,589.0,1916.0,536.0,1.3531,INLAND,105523.06
-118.16,33.84,36.0,2831.0,573.0,1462.0,569.0,3.8646,<1H OCEAN,219705.03
-118.04,34.12,44.0,2007.0,288.0,921.0,307.0,6.5989,INLAND,427835.84
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,NEAR BAY,182780.05
-117.8,34.05,5.0,4536.0,1178.0,2485.0,909.0,4.1118,<1H OCEAN,210016.0
-121.43,38.61,33.0,2289.0,576.0,1100.0,503.0,2.1694,INLAND,98829.53
-121.8,36.72,14.0,2493.0,407.0,1296.0,418.0,5.4508,<1H OCEAN,233542.81
-122.02,37.58,15.0,3052.0,760.0,2097.0,728.0,3.3617,NEAR BAY,183593.11
-119.32,36.19,11.0,1281.0,291.0,861.0,313.0,1.0962,INLAND,61212.37
-118.2,33.81,46.0,1388.0,254.0,742.0,241.0,4.6458,NEAR OCEAN,224071.11
-117.91,33.75,8.0,2346.0,679.0,3842.0,674.0,3.0635,<1H OCEAN,148296.19
-118.13,34.02,38.0,1243.0,310.0,788.0,286.0,2.5852,<1H OCEAN,184312.33
-118.12,34.7,7.0,4915.0,885.0,2833.0,874.0,4.3229,INLAND,106454.92
-122.41,37.75,52.0,2164.0,606.0,2034.0,513.0,2.0325,NEAR BAY,197045.36
-118.26,34.09,51.0,1532.0,366.0,669.0,333.0,3.6434,<1H OCEAN,277224.38
-122.29,37.92,36.0,1450.0,235.0,568.0,234.0,6.0,NEAR BAY,302808.16
-117.43,34.1,34.0,1345.0,265.0,834.0,290.0,3.7011,INLAND,112065.66
-117.9,33.71,16.0,4208.0,630.0,2592.0,662.0,6.1966,<1H OCEAN,270209.9
-118.43,33.9,27.0,1536.0,377.0,553.0,326.0,5.4088,<1H OCEAN,440607.4
-121.43,36.5,14.0,1835.0,468.0,1867.0,461.0,2.3879,<1H OCEAN,141085.64
-120.45,37.32,21.0,1318.0,202.0,618.0,197.0,4.8214,INLAND,145008.81
-118.25,33.93,40.0,975.0,270.0,1068.0,270.0,0.9889,<1H OCEAN,85624.914
-122.5,37.74,45.0,1771.0,349.0,1098.0,342.0,3.7552,NEAR OCEAN,250039.88
-122.04,37.95,29.0,866.0,138.0,341.0,133.0,4.7188,NEAR BAY,205123.36
-117.34,34.02,28.0,2683.0,708.0,2047.0,636.0,2.275,INLAND,92652.64
-118.26,33.9,38.0,1566.0,318.0,981.0,318.0,4.0234,<1H OCEAN,159440.62
-120.45,34.94,24.0,1702.0,447.0,1240.0,417.0,2.4091,<1H OCEAN,110529.11
-117.24,33.18,19.0,3337.0,565.0,1646.0,554.0,5.0195,<1H OCEAN,233560.38
-118.15,34.18,46.0,2230.0,488.0,1985.0,456.0,2.2328,<1H OCEAN,165916.88
-122.16,37.46,45.0,2068.0,348.0,844.0,366.0,6.227,NEAR BAY,402061.3
-117.95,33.78,9.0,3553.0,1035.0,2017.0,986.0,2.9726,<1H OCEAN,167164.89
-119.05,34.13,12.0,57.0,22.0,69.0,15.0,5.0066,NEAR OCEAN,275147.06
-118.3,33.98,44.0,1597.0,388.0,902.0,321.0,1.9556,<1H OCEAN,123338.28
-120.98,37.69,18.0,3176.0,468.0,1296.0,471.0,5.5684,INLAND,205078.23
-118.27,34.05,52.0,1292.0,864.0,2081.0,724.0,0.9563,<1H OCEAN,222382.94
-122.41,37.8,52.0,1866.0,748.0,2957.0,710.0,1.8295,NEAR BAY,251762.98
-117.98,33.99,26.0,3343.0,455.0,1429.0,457.0,7.0778,<1H OCEAN,349724.47
-121.93,37.31,26.0,2182.0,704.0,1638.0,704.0,2.8981,<1H OCEAN,220680.44
-121.44,38.61,33.0,1591.0,466.0,1000.0,418.0,1.0467,INLAND,86453.664
